1,-0.542389941,,,,,,,
2,0.799520553,,,,,,,
3,-0.611200952,,,,,,,
4,0.164167996,,,,,,,
5,-0.050993917,,,,,,,
6,0.008001728,,,,,,,
7,-0.292535616,,,,,,,
8,-0.603088905,,,,,,,
9,-0.281545019,,,,,,,
10,-0.11551083,,,,,,,
11,0.028216817,,,,,,,
12,0.07087111,,,,,,,
13,0.4508159,,,,,,,
14,-0.216591786,,,,,,,
15,-0.209528113,,,,,,,
16,0.000236629,,,,,,,
17,-0.097247023,,,,,,,
18,-0.033985297,,,,,,,
19,0.128060317,,,,,,,
20,-0.427941421,,,,,,,
21,-0.054342897,,,,,,,
22,-0.301727938,,,,,,,
23,-0.085875905,,,,,,,
24,0.818366209,,,,,,,.
25,0.498320658,,,,,,,
26,0.560405262,,,,,,,
27,0.066561746,,,,,,,
28,0.001406793,,,,,,,
29,0.001357265,,,,,,,
30,0.097113688,,,,,,,
31,-0.12350979,,,,,,,
32,0.0840587,,,,,,,
33,0.059264256,,,,,,,
34,0.331829533,,,,,,,
35,0.111455338,,,,,,,
36,0.354127512,,,,,,,
37,0.17816276,,,,,,,
38,0.236077643,,,,,,,
39,-0.141447326,,,,,,,
40,-0.022033113,,,,,,,
41,-1.595227496,,,,,,,
42,-0.514086935,,,,,,,
43,0.76802611,,,,,,,
44,-0.922948976,,,,,,,
45,-0.451115955,,,,,,,
46,0.483702569,,,,,,,
47,0.767024253,,,,,,,
48,0.050968265,,,,,,,
49,0.277272962,,,,,,,
50,-0.765188773,,,,,,,
51,-0.03080268,,,,,,,
52,-0.300046614,,,,,,,
53,-2.707493891,,,,,,,
54,-1.28824475,,,,,,,
55,1.75156552,,,,,,,
56,3.805813887,,,,,,,
57,1.156027002,,,,,,,
58,0.349304131,,,,,,,
59,1.387966595,,,,,,,
60,0.009607698,,,,,,,
61,-0.102250386,,,,,,,
62,0.025308513,,,,,,,
63,0.244423775,,,,,,,
64,1.826651346,,,,,,,
65,-1.774725855,,,,,,,
66,-6.147842716,,,,,,,
67,5.443699705,,,,,,,
68,1.787650684,,,,,,,
69,-0.055176044,,,,,,,
70,-0.026457658,,,,,,,
71,-0.268216036,,,,,,,
72,-0.495422969,,,,,,,
73,0.208085803,,,,,,,
74,-0.004177569,,,,,,,
75,-0.324159445,,,,,,,
76,-0.131611421,,,,,,,
77,0.597987831,,,,,,,
78,-0.286259252,,,,,,,
79,0.027238155,,,,,,,
80,-1.072031789,,,,,,,
81,0.00300161,,,,,,,
82,0.007390795,,,,,,,
83,-0.006721201,,,,,,,
84,-0.277455792,,,,,,,
85,0.000529564,,,,,,,
86,0.211821075,,,,,,,
87,0.015347286,,,,,,,
88,-0.000925428,,,,,,,
89,-0.105635978,,,,,,,
90,-0.864244514,,,,,,,
91,0.138527299,,,,,,,
92,-0.022813973,,,,,,,
93,0.046970258,,,,,,,
94,0.169498421,,,,,,,
95,-0.303049882,,,,,,,
96,-0.393319137,,,,,,,
97,0.359666418,,,,,,,
98,0.176493836,,,,,,,
99,-0.094889601,,,,,,,
100,-0.046464221,,,,,,,
101,-0.101831432,,,,,,,
102,1.016797416,,,,,,,
103,-2.535672644,,,,,,,
104,-5.283364541,,,,,,,
105,2.250649314,,,,,,,
106,0.320132115,,,,,,,
107,0.091166066,,,,,,,
108,0.021680267,,,,,,,
109,0.210384798,,,,,,,
110,-0.091914706,,,,,,,
111,2.217585724,,,,,,,
112,0.304852499,,,,,,,
113,0.013647159,,,,,,,
114,0.171882672,,,,,,,
115,0.301756573,,,,,,,
116,-0.045025618,,,,,,,
117,0.081437739,,,,,,,
118,-0.159131416,,,,,,,
119,1.477246785,,,,,,,
120,4.638481456,,,,,,,
121,15.07042532,,,,,,,
122,3.807203839,,,,,,,
123,-0.00408765,,,,,,,
124,0.104940814,,,,,,,
125,-0.026607269,,,,,,,
126,-0.282874953,,,,,,,
127,-0.028157378,,,,,,,
128,2.7603743,,,,,,,
129,-2.86846695,,,,,,,
130,-1.657463918,,,,,,,
131,-0.065819856,,,,,,,
132,-1.381888316,,,,,,,
133,-13.87717115,,,,,,,
134,0.06085011,,,,,,,
135,0.648000829,,,,,,,
136,0.022248763,,,,,,,
137,-0.001057655,,,,,,,
138,-0.100070298,,,,,,,
139,0.125946965,,,,,,,
140,0.00085035,,,,,,,
141,-0.038441502,,,,,,,
142,-0.005886272,,,,,,,
143,0.232404604,,,,,,,
144,-0.141140859,,,,,,,
145,1.280604959,,,,,,,
146,0.009452012,,,,,,,
147,0.071677836,,,,,,,
148,-0.009558353,,,,,,,
149,0.058028051,,,,,,,
150,0.022596856,,,,,,,
151,0.000134234,,,,,,,
152,0.220037685,,,,,,,
153,-0.048764641,,,,,,,
154,2.089065756,,,,,,,
